0,0,0,0,0,0,0,0,89,119,197,276,337,436,512,
0,0,0,28,28,28,28,60,93,157,226,383,491,512,512,
0,0,0,0,0,0,0,54,127,168,240,380,478,510,513,
0,0,0,0,0,0,0,67,122,139,215,375,482,512,513,
0,0,0,0,0,0,0,41,131,152,202,343,510,513,513,
0,0,0,0,0,0,0,65,134,184,199,372,492,492,513,
0,0,0,0,0,0,0,82,127,168,217,407,513,513,513,
0,0,0,0,0,0,0,89,139,174,229,365,511,513,513,
0,0,0,0,0,0,0,61,118,166,231,434,512,512,513,
0,0,0,0,0,0,0,67,108,155,180,319,508,508,508,

0,0,0,0,0,0,0,79,129,163,494,494,494,494,494,
0,0,0,0,0,0,0,75,131,228,285,395,395,395,395,
0,0,0,0,30,30,30,81,116,201,276,489,489,489,489,
0,0,0,0,0,0,0,98,120,225,442,442,513,513,513,
0,0,0,0,0,0,0,77,133,185,269,269,509,509,509,
0,0,0,0,0,0,0,93,111,171,433,433,433,433,433,
0,0,0,0,0,0,0,89,120,171,348,513,513,513,513,
0,0,0,0,0,0,28,105,143,166,513,513,513,513,513,
0,0,0,0,0,0,42,67,118,156,277,332,503,503,513,
0,0,0,0,0,33,33,90,138,184,371,371,513,513,513,

0,0,0,0,33,33,33,66,128,185,245,436,436,505,505,
0,0,28,28,28,28,38,85,124,207,348,463,513,513,513,
0,0,0,0,0,0,0,101,152,152,480,480,513,513,513,
31,31,31,31,31,31,31,80,120,158,310,410,511,511,511,
0,0,29,29,29,38,38,69,135,188,291,448,513,513,513,
0,0,0,0,0,0,0,87,94,153,298,512,512,513,513,
0,0,0,0,0,0,0,107,139,156,250,513,513,513,513,
0,0,0,0,0,0,0,72,139,167,257,454,454,454,454,
0,0,0,0,0,0,35,96,140,193,353,353,513,513,513,
0,0,0,0,0,0,0,62,132,185,406,512,512,512,512,

0,0,0,0,0,0,0,69,140,156,309,475,513,513,513,
0,0,0,0,0,0,0,100,143,200,308,308,308,513,513,
0,0,0,0,0,0,0,88,142,176,351,511,511,511,511,
0,0,0,0,0,39,39,73,126,181,313,512,512,513,513,
0,0,0,0,0,0,0,71,123,165,271,402,511,511,513,
0,0,0,0,0,0,0,91,134,173,513,513,513,513,513,
0,0,0,0,0,0,36,95,139,188,359,359,513,513,513,
0,0,0,0,31,31,31,88,151,177,413,413,413,413,413,
0,0,0,0,0,0,0,98,120,197,313,513,513,513,513,
0,0,0,0,0,0,37,103,137,157,453,453,513,513,513,

0,0,0,0,0,0,0,93,116,172,342,461,461,513,513,
0,0,0,0,0,27,27,109,126,139,300,513,513,513,513,
0,0,0,0,33,33,43,95,128,176,274,493,493,493,513,
0,0,0,0,0,0,0,69,122,197,260,436,436,513,513,
0,0,0,0,0,35,35,95,131,170,513,513,513,513,513,
0,0,0,0,0,0,0,110,134,167,342,342,490,490,490,
26,26,26,26,26,26,26,66,117,149,331,331,493,493,493,
0,0,0,0,0,0,0,89,130,194,297,434,434,434,434,
0,0,0,0,0,32,32,47,144,227,300,300,449,449,449,
0,0,0,0,0,0,37,79,125,162,427,427,427,427,427,

0,0,0,0,0,0,0,75,129,138,408,408,408,408,408,
0,0,0,30,30,30,30,87,121,170,238,358,442,496,496,
0,0,0,0,0,0,0,85,117,150,223,346,346,500,500,
0,0,0,0,0,0,0,69,117,178,233,389,389,389,389,
0,0,0,0,35,35,35,83,117,151,281,492,492,492,492,
0,0,0,0,0,0,0,86,116,173,380,380,380,513,513,
0,0,0,0,0,0,33,100,134,153,421,421,421,421,421,
0,0,0,0,0,0,32,83,144,159,406,406,513,513,513,
0,0,0,0,0,0,0,60,125,184,326,480,480,480,480,
0,0,0,0,0,0,42,68,128,145,263,369,369,502,502,

0,0,0,0,0,0,0,72,125,147,239,354,513,513,513,
0,0,0,0,0,0,0,66,72,160,313,506,506,513,513,
29,29,29,29,29,43,43,79,101,149,249,249,358,476,476,
29,29,29,29,29,29,29,86,116,154,347,347,513,513,513,
0,0,0,0,29,29,29,94,112,139,268,487,487,513,513,
0,0,0,0,0,0,0,68,129,152,292,513,513,513,513,
0,0,0,25,25,25,40,102,133,154,482,482,513,513,513,
0,0,0,0,0,27,27,83,137,155,202,348,348,348,348,
0,0,0,0,23,23,23,115,123,165,381,381,513,513,513,
0,0,0,0,0,0,0,87,107,164,309,309,406,406,406,


15,0,12,15,15,11,9,8,7,7,7,7,7,5,4,4,
